locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIBMANKB_03760	CDS	165				hypothetical protein
PIBMANKB_03761	CDS	294				hypothetical protein
PIBMANKB_03762	CDS	531				hypothetical protein
PIBMANKB_03763	CDS	426				hypothetical protein
PIBMANKB_03764	CDS	237				hypothetical protein
PIBMANKB_03765	CDS	231				hypothetical protein
PIBMANKB_03766	CDS	273				hypothetical protein
PIBMANKB_03767	CDS	549				hypothetical protein
PIBMANKB_03768	CDS	1626				hypothetical protein
PIBMANKB_03769	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
PIBMANKB_03770	CDS	933				hypothetical protein
PIBMANKB_03771	CDS	405				hypothetical protein
PIBMANKB_03772	CDS	618				hypothetical protein
PIBMANKB_03773	CDS	390				hypothetical protein
PIBMANKB_03774	CDS	936				hypothetical protein
PIBMANKB_03775	CDS	978				hypothetical protein
PIBMANKB_03776	CDS	1686	mcp4_2		COG0840	Methyl-accepting chemotaxis protein 4
PIBMANKB_03777	CDS	1044	ghrB_4	1.1.1.81		Glyoxylate/hydroxypyruvate reductase B
PIBMANKB_03778	CDS	1350				hypothetical protein
PIBMANKB_03779	CDS	957				hypothetical protein
PIBMANKB_03780	CDS	897	ycjP_4		COG0395	Inner membrane ABC transporter permease protein YcjP
PIBMANKB_03781	CDS	972				hypothetical protein
PIBMANKB_03782	CDS	1356				hypothetical protein
PIBMANKB_03783	CDS	828				hypothetical protein
PIBMANKB_03784	CDS	447	exbD_3		COG0848	Biopolymer transport protein ExbD
PIBMANKB_03785	CDS	777	exbB		COG0811	Biopolymer transport protein ExbB
PIBMANKB_03786	CDS	504				hypothetical protein
PIBMANKB_03787	CDS	336	isdG_1	1.14.99.3		Heme oxygenase (staphylobilin-producing)
PIBMANKB_03788	CDS	2286	hxuC		COG1629	Heme/hemopexin utilization protein C
PIBMANKB_03789	CDS	126				hypothetical protein
PIBMANKB_03790	CDS	951	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
PIBMANKB_03791	CDS	1095	hmuU		COG0609	Hemin transport system permease protein HmuU
PIBMANKB_03792	CDS	801	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
PIBMANKB_03793	CDS	114				hypothetical protein
PIBMANKB_03794	CDS	1683				hypothetical protein
PIBMANKB_03795	CDS	621	todT_7		COG4566	Response regulator protein TodT
PIBMANKB_03796	CDS	1017	virS_1			HTH-type transcriptional regulator VirS
PIBMANKB_03797	CDS	1212				hypothetical protein
PIBMANKB_03798	CDS	711			COG0664	Cyclic AMP receptor protein
PIBMANKB_03799	CDS	198				hypothetical protein
PIBMANKB_03800	CDS	1353	hemN_1	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
PIBMANKB_03801	CDS	207				hypothetical protein
PIBMANKB_03802	CDS	1098	nirK	1.7.2.1		Copper-containing nitrite reductase
PIBMANKB_03803	CDS	879	egtB_4	1.14.99.-		Hercynine oxygenase
PIBMANKB_03804	CDS	252				hypothetical protein
PIBMANKB_03805	CDS	366				hypothetical protein
PIBMANKB_03806	CDS	651	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
PIBMANKB_03807	CDS	708	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
PIBMANKB_03808	CDS	2079				hypothetical protein
PIBMANKB_03809	CDS	1386				hypothetical protein
PIBMANKB_03810	CDS	873				hypothetical protein
PIBMANKB_03811	CDS	852	ycjP_5		COG0395	Inner membrane ABC transporter permease protein YcjP
PIBMANKB_03812	CDS	2028				hypothetical protein
PIBMANKB_03813	CDS	984			COG1638	Solute-binding protein
PIBMANKB_03814	CDS	813	ydcV_2			Inner membrane ABC transporter permease protein YdcV
PIBMANKB_03815	CDS	915	potH_1		COG1176	Putrescine transport system permease protein PotH
PIBMANKB_03816	CDS	1170	potA_3	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
PIBMANKB_03817	CDS	1461	glpD_2	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
PIBMANKB_03818	CDS	2688				hypothetical protein
PIBMANKB_03819	CDS	1104	lhgO	1.1.3.15	COG0579	L-2-hydroxyglutarate oxidase LhgO
PIBMANKB_03820	CDS	180				hypothetical protein
PIBMANKB_03821	CDS	207				hypothetical protein
PIBMANKB_03822	CDS	216				hypothetical protein
PIBMANKB_03823	CDS	252				hypothetical protein
PIBMANKB_03824	CDS	732	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
PIBMANKB_03825	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
PIBMANKB_03826	CDS	1107	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
PIBMANKB_03827	CDS	723	aqpZ2			Aquaporin Z 2
PIBMANKB_03828	CDS	297	rpsU_2		COG0828	30S ribosomal protein S21
PIBMANKB_03829	CDS	651				hypothetical protein
PIBMANKB_03830	CDS	924				hypothetical protein
PIBMANKB_03831	CDS	285	bauB			Beta-alanine degradation protein BauB
PIBMANKB_03832	CDS	1098	chaA_2		COG0387	Sodium-potassium/proton antiporter ChaA
PIBMANKB_03833	CDS	807			COG1073	putative protein
PIBMANKB_03834	CDS	171				hypothetical protein
PIBMANKB_03835	CDS	1398	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
PIBMANKB_03836	CDS	318	pntA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha
PIBMANKB_03837	CDS	1128	pntAA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha part 1
PIBMANKB_03838	CDS	153				hypothetical protein
PIBMANKB_03839	CDS	2988				hypothetical protein
PIBMANKB_03840	CDS	1950	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
PIBMANKB_03841	CDS	1497	atoC_2		COG2204	Regulatory protein AtoC
PIBMANKB_03842	CDS	2229				hypothetical protein
PIBMANKB_03843	CDS	1632				hypothetical protein
PIBMANKB_03844	CDS	426				hypothetical protein
PIBMANKB_03845	CDS	273				hypothetical protein
PIBMANKB_03846	CDS	306				hypothetical protein
PIBMANKB_03847	CDS	594				hypothetical protein
PIBMANKB_03848	CDS	1437	ttuE	2.7.1.40		Pyruvate kinase
PIBMANKB_03849	CDS	681				hypothetical protein
PIBMANKB_03850	CDS	1485				hypothetical protein
PIBMANKB_03851	CDS	165				hypothetical protein
PIBMANKB_03852	CDS	1491				hypothetical protein
PIBMANKB_03853	CDS	1167				hypothetical protein
PIBMANKB_03854	CDS	318				hypothetical protein
PIBMANKB_03855	CDS	1206				hypothetical protein
PIBMANKB_03856	CDS	858		3.1.1.2		Arylesterase
PIBMANKB_03857	CDS	1923	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
PIBMANKB_03858	CDS	1071	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
PIBMANKB_03859	CDS	1080				hypothetical protein
PIBMANKB_03860	CDS	489				Outer membrane lipoprotein Omp16
PIBMANKB_03861	CDS	732				hypothetical protein
PIBMANKB_03862	CDS	2337				hypothetical protein
PIBMANKB_03863	CDS	1347	tolB_2		COG0823	Protein TolB
PIBMANKB_03864	CDS	954				hypothetical protein
PIBMANKB_03865	CDS	453	exbD_4		COG0848	Biopolymer transport protein ExbD
PIBMANKB_03866	CDS	717	tolQ		COG0811	Protein TolQ
PIBMANKB_03867	CDS	1737	ggt_1	3.4.19.13		Glutathione hydrolase proenzyme
PIBMANKB_03868	CDS	711		1.-.-.-		putative oxidoreductase
PIBMANKB_03869	CDS	768	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
PIBMANKB_03870	CDS	1731				hypothetical protein
PIBMANKB_03871	CDS	969				hypothetical protein
PIBMANKB_03872	CDS	282				hypothetical protein
PIBMANKB_03873	CDS	492				hypothetical protein
PIBMANKB_03874	CDS	753				hypothetical protein
PIBMANKB_03875	CDS	366				hypothetical protein
PIBMANKB_03876	CDS	405				hypothetical protein
PIBMANKB_03877	CDS	366				hypothetical protein
PIBMANKB_03878	CDS	1893				hypothetical protein
PIBMANKB_03879	CDS	789	bacC_5	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
PIBMANKB_03880	CDS	438				hypothetical protein
PIBMANKB_03881	CDS	420				hypothetical protein
PIBMANKB_03882	CDS	537				hypothetical protein
PIBMANKB_03883	CDS	1296				hypothetical protein
PIBMANKB_03884	CDS	369				hypothetical protein
PIBMANKB_03885	CDS	966	ghrA_2	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
PIBMANKB_03886	CDS	1968				hypothetical protein
PIBMANKB_03887	CDS	669				hypothetical protein
PIBMANKB_03888	CDS	645	gstB_3	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
PIBMANKB_03889	CDS	768	mltF_3			Membrane-bound lytic murein transglycosylase F
PIBMANKB_03890	CDS	342				hypothetical protein
PIBMANKB_03891	CDS	1719	qheDH_1	1.1.9.1	COG4993	Quinohemoprotein alcohol dehydrogenase
PIBMANKB_03892	CDS	1305	dctM_3		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
PIBMANKB_03893	CDS	594				hypothetical protein
PIBMANKB_03894	CDS	999	siaP_2		COG1638	Sialic acid-binding periplasmic protein SiaP
PIBMANKB_03895	CDS	1659				hypothetical protein
PIBMANKB_03896	CDS	2085	apc3	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
PIBMANKB_03897	CDS	885	cobB_2	3.5.1.-	COG0846	NAD-dependent protein deacetylase
PIBMANKB_03898	CDS	837		1.1.1.119	COG1028	Glucose 1-dehydrogenase
PIBMANKB_03899	CDS	1320	rutG		COG2233	Putative pyrimidine permease RutG
PIBMANKB_03900	CDS	1356	dctA1			C4-dicarboxylate transport protein
PIBMANKB_03901	CDS	1617	yheS_3		COG0488	putative ABC transporter ATP-binding protein YheS
PIBMANKB_03902	CDS	345				hypothetical protein
PIBMANKB_03903	CDS	1122	hcnC_1	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
PIBMANKB_03904	CDS	1419	hcnB	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
PIBMANKB_03905	CDS	297				hypothetical protein
PIBMANKB_03906	CDS	1137	hcnC_2	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
PIBMANKB_03907	CDS	810	ydcV_3			Inner membrane ABC transporter permease protein YdcV
PIBMANKB_03908	CDS	876	potB_2		COG1176	Spermidine/putrescine transport system permease protein PotB
PIBMANKB_03909	CDS	1041	btuD_12	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
PIBMANKB_03910	CDS	1035				hypothetical protein
PIBMANKB_03911	CDS	930	occR_3			Octopine catabolism/uptake operon regulatory protein OccR
PIBMANKB_03912	CDS	714				hypothetical protein
PIBMANKB_03913	CDS	468				hypothetical protein
PIBMANKB_03914	CDS	450	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
PIBMANKB_03915	CDS	918				hypothetical protein
PIBMANKB_03916	CDS	1059	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
PIBMANKB_03917	CDS	618	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
PIBMANKB_03918	CDS	528	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
PIBMANKB_03919	CDS	747			COG0217	putative transcriptional regulatory protein
PIBMANKB_03920	CDS	1749				hypothetical protein
PIBMANKB_03921	CDS	1425				hypothetical protein
PIBMANKB_03922	CDS	471	iorA_3	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
PIBMANKB_03923	CDS	2166	iorB_2	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
PIBMANKB_03924	CDS	1344	fdhC_2			Fructose dehydrogenase cytochrome subunit
PIBMANKB_03925	CDS	1098				hypothetical protein
PIBMANKB_03926	CDS	1068	yjiA_2		COG0523	putative GTP-binding protein YjiA
PIBMANKB_03927	CDS	825	ymdB_2	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
PIBMANKB_03928	CDS	597	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
PIBMANKB_03929	misc_RNA	161				6S
PIBMANKB_03930	CDS	384				hypothetical protein
PIBMANKB_03931	CDS	291				hypothetical protein
PIBMANKB_03932	CDS	1986	tktA	2.2.1.1	COG0021	Transketolase 1
PIBMANKB_03933	CDS	1008	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
PIBMANKB_03934	CDS	1197	pgk	2.7.2.3		Phosphoglycerate kinase
PIBMANKB_03935	CDS	1068	fda_1	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
PIBMANKB_03936	CDS	1026	fda_2	4.1.2.13		Fructose-bisphosphate aldolase class 1
PIBMANKB_03937	CDS	675	thiE_2	2.5.1.3		Thiamine-phosphate synthase
PIBMANKB_03938	CDS	1083				hypothetical protein
PIBMANKB_03939	CDS	792	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
PIBMANKB_03940	CDS	3156	ttgB			Toluene efflux pump membrane transporter TtgB
PIBMANKB_03941	CDS	1158	acrE			Multidrug export protein AcrE
PIBMANKB_03942	CDS	1020	tam_5	2.1.1.144		Trans-aconitate 2-methyltransferase
PIBMANKB_03943	CDS	1023				hypothetical protein
PIBMANKB_03944	CDS	1029				hypothetical protein
PIBMANKB_03945	CDS	447				hypothetical protein
PIBMANKB_03946	CDS	225				hypothetical protein
PIBMANKB_03947	CDS	96				hypothetical protein
PIBMANKB_03948	CDS	1851	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
PIBMANKB_03949	CDS	228	rpmE		COG0254	50S ribosomal protein L31
PIBMANKB_03950	CDS	510				hypothetical protein
PIBMANKB_03951	misc_RNA	144				BjrC1505
PIBMANKB_03952	CDS	192				hypothetical protein
PIBMANKB_03953	CDS	999	qorA_4	1.6.5.5	COG0604	Quinone oxidoreductase 1
PIBMANKB_03954	CDS	2877				hypothetical protein
PIBMANKB_03955	CDS	258				hypothetical protein
PIBMANKB_03956	CDS	264				hypothetical protein
PIBMANKB_03957	CDS	1497				hypothetical protein
PIBMANKB_03958	CDS	876	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
PIBMANKB_03959	CDS	1395				hypothetical protein
PIBMANKB_03960	CDS	1707				hypothetical protein
PIBMANKB_03961	CDS	372				hypothetical protein
PIBMANKB_03962	CDS	738	kduD_3	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
PIBMANKB_03963	CDS	780	bacC_6	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
PIBMANKB_03964	CDS	888	tfdA	1.14.11.-		Alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase
PIBMANKB_03965	CDS	645				hypothetical protein
PIBMANKB_03966	CDS	840				hypothetical protein
PIBMANKB_03967	CDS	1359				hypothetical protein
PIBMANKB_03968	CDS	825				hypothetical protein
PIBMANKB_03969	CDS	789	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
PIBMANKB_03970	CDS	1176				hypothetical protein
PIBMANKB_03971	CDS	501				hypothetical protein
PIBMANKB_03972	CDS	1035	cysA_5	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
PIBMANKB_03973	CDS	912	cysW		COG4208	Sulfate transport system permease protein CysW
PIBMANKB_03974	CDS	837	cysT		COG0555	Sulfate transport system permease protein CysT
PIBMANKB_03975	CDS	1002	sbp		COG1613	Sulfate-binding protein
PIBMANKB_03976	CDS	729	cysH	1.8.4.8		Phosphoadenosine phosphosulfate reductase
PIBMANKB_03977	CDS	516				hypothetical protein
PIBMANKB_03978	CDS	1656	sir_2	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
PIBMANKB_03979	CDS	318				hypothetical protein
PIBMANKB_03980	CDS	1425	cysG		COG0007	Siroheme synthase
PIBMANKB_03981	CDS	897	cysD_1	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
PIBMANKB_03982	CDS	1917	cysNC_1		COG0529	Bifunctional enzyme CysN/CysC
PIBMANKB_03983	CDS	2166	glcB	2.3.3.9	COG2225	Malate synthase G
PIBMANKB_03984	CDS	201				hypothetical protein
PIBMANKB_03985	CDS	156				hypothetical protein
PIBMANKB_03986	CDS	2094				hypothetical protein
PIBMANKB_03987	CDS	2094				hypothetical protein
PIBMANKB_03988	CDS	654				hypothetical protein
PIBMANKB_03989	CDS	789				hypothetical protein
PIBMANKB_03990	CDS	1113	yhhT		COG0628	Putative transport protein YhhT
PIBMANKB_03991	CDS	372				hypothetical protein
PIBMANKB_03992	CDS	456				hypothetical protein
PIBMANKB_03993	CDS	183				hypothetical protein
PIBMANKB_03994	CDS	1215				hypothetical protein
PIBMANKB_03995	CDS	2316	fhuA_5		COG1629	Ferrichrome outer membrane transporter/phage receptor
PIBMANKB_03996	CDS	1143				hypothetical protein
PIBMANKB_03997	CDS	615				hypothetical protein
PIBMANKB_03998	CDS	1656				hypothetical protein
PIBMANKB_03999	CDS	624	ureG_3			Urease accessory protein UreG
PIBMANKB_04000	CDS	945	ureF_3			Urease accessory protein UreF
PIBMANKB_04001	CDS	300	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
PIBMANKB_04002	CDS	1716	ureC1_2	3.5.1.5		Urease subunit alpha 1
PIBMANKB_04003	misc_RNA	286				5_ureB_sRNA
PIBMANKB_04004	CDS	522				hypothetical protein
PIBMANKB_04005	CDS	540				hypothetical protein
PIBMANKB_04006	CDS	306	ureB1	3.5.1.5		Urease subunit beta 1
PIBMANKB_04007	CDS	303	ureA1_2	3.5.1.5		Urease subunit gamma 1
PIBMANKB_04008	CDS	810	ureD_3			Urease accessory protein UreD
PIBMANKB_04009	CDS	696	livF_14		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
PIBMANKB_04010	CDS	762	lptB_8	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
PIBMANKB_04011	CDS	1167				hypothetical protein
PIBMANKB_04012	CDS	1608				hypothetical protein
PIBMANKB_04013	CDS	1323	amiC_5			Aliphatic amidase expression-regulating protein
PIBMANKB_04014	CDS	1578	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
PIBMANKB_04015	CDS	291	infA			Translation initiation factor IF-1
PIBMANKB_04016	CDS	213	cspA_5		COG1278	Cold shock protein CspA
PIBMANKB_04017	CDS	615				hypothetical protein
PIBMANKB_04018	CDS	573				hypothetical protein
PIBMANKB_04019	CDS	510				hypothetical protein
PIBMANKB_04020	CDS	828				hypothetical protein
PIBMANKB_04021	CDS	165				hypothetical protein
PIBMANKB_04022	CDS	147				hypothetical protein
PIBMANKB_04023	CDS	525				hypothetical protein
PIBMANKB_04024	CDS	801				hypothetical protein
PIBMANKB_04025	CDS	1476				hypothetical protein
PIBMANKB_04026	CDS	735				hypothetical protein
PIBMANKB_04027	CDS	1266				hypothetical protein
PIBMANKB_04028	CDS	1470				hypothetical protein
PIBMANKB_04029	CDS	978				hypothetical protein
PIBMANKB_04030	CDS	978				hypothetical protein
PIBMANKB_04031	CDS	816				hypothetical protein
PIBMANKB_04032	CDS	1515	cpdA_4	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PIBMANKB_04033	CDS	204				hypothetical protein
PIBMANKB_04034	CDS	1374	pepA_2	3.4.11.10		cytosol aminopeptidase
PIBMANKB_04035	CDS	843				hypothetical protein
PIBMANKB_04036	CDS	255				hypothetical protein
PIBMANKB_04037	CDS	282				hypothetical protein
PIBMANKB_04038	CDS	231				hypothetical protein
PIBMANKB_04039	CDS	1638	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
PIBMANKB_04040	CDS	1179	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
PIBMANKB_04041	CDS	1110	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
PIBMANKB_04042	CDS	1884				hypothetical protein
PIBMANKB_04043	CDS	1914				hypothetical protein
PIBMANKB_04044	CDS	558	cycM		COG3474	Cytochrome c-552
PIBMANKB_04045	CDS	741	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
PIBMANKB_04046	CDS	858	pheA		COG0077	P-protein
PIBMANKB_04047	CDS	1017				hypothetical protein
PIBMANKB_04048	CDS	921	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
PIBMANKB_04049	CDS	3852	metH	2.1.1.13	COG0646	Methionine synthase
PIBMANKB_04050	CDS	630				hypothetical protein
PIBMANKB_04051	CDS	303				hypothetical protein
PIBMANKB_04052	CDS	948	psdht	4.2.1.-		Phenylserine dehydratase
PIBMANKB_04053	CDS	195				hypothetical protein
PIBMANKB_04054	CDS	594				hypothetical protein
PIBMANKB_04055	CDS	2448	acyII	3.5.1.11		Penicillin acylase 2 proenzyme
PIBMANKB_04056	CDS	1503	glpK	2.7.1.30		Glycerol kinase
PIBMANKB_04057	CDS	774	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PIBMANKB_04058	CDS	1143		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
PIBMANKB_04059	CDS	1191		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
PIBMANKB_04060	CDS	1188	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
PIBMANKB_04061	CDS	1683	lcfB_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PIBMANKB_04062	CDS	2097	fadB_1			Fatty acid oxidation complex subunit alpha
PIBMANKB_04063	CDS	867	tsaQ1_2			HTH-type transcriptional regulator TsaQ1/TsaQ2
PIBMANKB_04064	CDS	798	cysA_6	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
PIBMANKB_04065	CDS	714	livF_15		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
PIBMANKB_04066	CDS	879	livH_17		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
PIBMANKB_04067	CDS	1017				hypothetical protein
PIBMANKB_04068	CDS	1236				hypothetical protein
PIBMANKB_04069	CDS	1227				hypothetical protein
PIBMANKB_04070	CDS	1230				hypothetical protein
PIBMANKB_04071	CDS	1284	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
PIBMANKB_04072	CDS	522	slyA_2			Transcriptional regulator SlyA
PIBMANKB_04073	CDS	1041				hypothetical protein
PIBMANKB_04074	CDS	1770	btuD_13	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
PIBMANKB_04075	CDS	732	livF_16		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
PIBMANKB_04076	CDS	636				hypothetical protein
PIBMANKB_04077	CDS	885	pgrR_3			HTH-type transcriptional regulator PgrR
PIBMANKB_04078	CDS	285	rkpK_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
PIBMANKB_04079	CDS	2475				hypothetical protein
PIBMANKB_04080	CDS	513				hypothetical protein
PIBMANKB_04081	CDS	627				hypothetical protein
PIBMANKB_04082	CDS	1500	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
PIBMANKB_04083	CDS	510	decR_2		COG1522	DNA-binding transcriptional activator DecR
PIBMANKB_04084	CDS	924	yihV_3	2.7.1.184		Sulfofructose kinase
PIBMANKB_04085	CDS	939	nudC_2	3.6.1.22		NADH pyrophosphatase
PIBMANKB_04086	CDS	516				hypothetical protein
PIBMANKB_04087	CDS	1128	tfdD	5.5.1.7		Chloromuconate cycloisomerase
PIBMANKB_04088	CDS	756	gdhIV	1.1.1.47	COG1028	Glucose 1-dehydrogenase 4
PIBMANKB_04089	CDS	807	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
PIBMANKB_04090	CDS	663	glnP_1		COG0765	Glutamine transport system permease protein GlnP
PIBMANKB_04091	CDS	804	mltF_4			Membrane-bound lytic murein transglycosylase F
PIBMANKB_04092	CDS	1842				hypothetical protein
PIBMANKB_04093	CDS	321	ybaB		COG0718	Nucleoid-associated protein YbaB
PIBMANKB_04094	CDS	603	recR		COG0353	Recombination protein RecR
PIBMANKB_04095	CDS	438				hypothetical protein
PIBMANKB_04096	CDS	1365	ampG		COG0477	Protein AmpG
PIBMANKB_04097	CDS	303				hypothetical protein
PIBMANKB_04098	CDS	1200				hypothetical protein
PIBMANKB_04099	CDS	528	def_2	3.5.1.88	COG0242	Peptide deformylase
PIBMANKB_04100	CDS	936	fmt_2	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
PIBMANKB_04101	CDS	738	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
PIBMANKB_04102	CDS	1167	dapE_2	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
PIBMANKB_04103	CDS	657				hypothetical protein
PIBMANKB_04104	CDS	846	dapD_2	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
PIBMANKB_04105	CDS	693				hypothetical protein
PIBMANKB_04106	CDS	1143				hypothetical protein
PIBMANKB_04107	CDS	888	argB	2.7.2.8	COG0548	Acetylglutamate kinase
PIBMANKB_04108	CDS	366				hypothetical protein
PIBMANKB_04109	CDS	654	engB			GTP-binding protein EngB
PIBMANKB_04110	CDS	1845	yidC			Membrane protein insertase YidC
PIBMANKB_04111	CDS	420	rnpA	3.1.26.5		Ribonuclease P protein component
PIBMANKB_04112	CDS	1500	sasA_22	2.7.-.-		Adaptive-response sensory-kinase SasA
PIBMANKB_04113	tRNA	77				tRNA-Arg(acg)
PIBMANKB_04114	CDS	375				hypothetical protein
PIBMANKB_04115	CDS	507				hypothetical protein
PIBMANKB_04116	CDS	4812	gdh_1	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
PIBMANKB_04117	CDS	555				hypothetical protein
PIBMANKB_04118	CDS	783	menH_6	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PIBMANKB_04119	CDS	903				hypothetical protein
PIBMANKB_04120	CDS	963				hypothetical protein
PIBMANKB_04121	CDS	861				hypothetical protein
PIBMANKB_04122	CDS	978	nphR_3			Transcriptional activator NphR
PIBMANKB_04123	CDS	2424				hypothetical protein
PIBMANKB_04124	CDS	777				hypothetical protein
PIBMANKB_04125	CDS	792	crt_4	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
PIBMANKB_04126	CDS	2088	pat_2	2.3.1.-	COG0454	Protein lysine acetyltransferase Pat
PIBMANKB_04127	CDS	1035				hypothetical protein
PIBMANKB_04128	CDS	195				hypothetical protein
PIBMANKB_04129	CDS	132				hypothetical protein
PIBMANKB_04130	CDS	219				hypothetical protein
PIBMANKB_04131	CDS	354				hypothetical protein
PIBMANKB_04132	CDS	1806	ycf3_2			Photosystem I assembly protein Ycf3
PIBMANKB_04133	CDS	441				hypothetical protein
PIBMANKB_04134	CDS	1023				hypothetical protein
PIBMANKB_04135	CDS	1086	virS_2			HTH-type transcriptional regulator VirS
PIBMANKB_04136	CDS	348				hypothetical protein
PIBMANKB_04137	CDS	381				hypothetical protein
PIBMANKB_04138	CDS	711	cmoA	2.1.1.-		tRNA (cmo5U34)-methyltransferase
PIBMANKB_04139	CDS	456				hypothetical protein
PIBMANKB_04140	CDS	1326	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
PIBMANKB_04141	CDS	2022				hypothetical protein
PIBMANKB_04142	CDS	159				hypothetical protein
PIBMANKB_04143	CDS	708	kce_1	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
PIBMANKB_04144	CDS	189				hypothetical protein
